Symbol,CompanyName,MarketCap,Sector,Industry,DividendYield,Beta
ALXN,"Alexion Pharmaceuticals, Inc.",$34.3B,Health Care,Biotechnology,--,+1.2
ALXXF,AVANTE LOGIXX INC,$24.2M,Consumer Discretionary,Diversified Consumer Services,--,+1.8
ALYI,"Alternet Systems, Inc.",$7.8M,Information Technology,IT Services,--,+2.1
AMAL,Amalgamated Bank,$425.1M,Financials,Banks,2.36%,--
AMAR,Amarillo Biosciences Inc,$8.2M,Health Care,Biotechnology,--,-0.3
AMAT,"Applied Materials, Inc.",$80.7B,Information Technology,Semiconductors & Semiconductor Equipment,1.01%,+1.5
AMBA,Ambarella Inc,$3.3B,Information Technology,Semiconductors & Semiconductor Equipment,--,+1.4
AMBC,"Ambac Financial Group, Inc.",$702.3M,Financials,Insurance,--,+1.4
AMBK,American Bank Inc. (PA),$64.9M,Financials,Banks,4.17%,-0.1
AMBO,Ambow Education Holding Ltd (ADR),$51.9M,Consumer Discretionary,Diversified Consumer Services,--,--
AMBS,Amarantus Bioscience Holdings Inc,$2.2M,Health Care,Biotechnology,--,+0.7
AMBZ,American Business Bank,$244.8M,Financials,Banks,--,+1.2
AMC,AMC Entertainment Holdings Inc,$322.1M,Communication Services,Entertainment,--,+2.5
AMCR,Amcor PLC,$18.1B,Materials,Containers & Packaging,4.13%,--
AMCX,AMC Networks Inc,$1.5B,Communication Services,Media,--,+1.4
AMD,"Advanced Micro Devices, Inc.",$110.8B,Information Technology,Semiconductors & Semiconductor Equipment,--,+2.2
AME,"AMETEK, Inc.",$27.5B,Industrials,Electrical Equipment,0.61%,+1.3
AMED,Amedisys Inc,$9.6B,Health Care,Health Care Providers & Services,--,+0.7
AMEH,Apollo Medical Holdings Inc,$1.1B,Health Care,Health Care Providers & Services,--,+0.6
AMFC,AMB Financial Corp.,$15.7M,Financials,Banks,--,+0.3
AMG,"Affiliated Managers Group, Inc.",$4.6B,Financials,Capital Markets,0.04%,+1.4
AMGN,"Amgen, Inc.",$130.9B,Health Care,Biotechnology,3.11%,+0.8
AMGY,"American Metal & Technology, Inc.",$55.9K,Industrials,Machinery,--,-4.4
AMH,American Homes 4 Rent,$9.3B,Real Estate,Equity Real Estate Investment Trusts (REITs),0.69%,+0.5
AMH-D,American Homes 4 Rent,--,Real Estate,Equity Real Estate Investment Trusts (REITs),6.39%,--
AMH-E,American Homes 4 Rent,--,Real Estate,Equity Real Estate Investment Trusts (REITs),6.26%,--
AMH-F,American Homes 4 Rent,--,Real Estate,Equity Real Estate Investment Trusts (REITs),5.70%,--
AMH-G,American Homes 4 Rent,--,Real Estate,Equity Real Estate Investment Trusts (REITs),5.68%,--
AMH-H,American Homes 4 Rent,--,Real Estate,Equity Real Estate Investment Trusts (REITs),5.87%,--
AMIN,"American International Industries, Inc.",$252.6K,Industrials,Industrial Conglomerates,--,+1.2
AMIQF,ASHANTI SANKOFA INC,$754.8K,Materials,Metals & Mining,--,+1.1
AMK,AssetMark Financial Holdings Inc,$1.7B,Financials,Capital Markets,--,--
AMKR,"Amkor Technology, Inc.",$3.7B,Information Technology,Semiconductors & Semiconductor Equipment,1.07%,+1.7
AMLM,American Lithium Minerals Inc,$6.3M,Materials,Metals & Mining,--,+2.5
AMN,"AMN Healthcare Services, Inc.",$3.3B,Health Care,Health Care Providers & Services,--,+0.5
AMNB,American National BankShares Inc,$291.6M,Financials,Banks,4.14%,+1.1
AMNF,Armanino Foods Of Distinction Inc.,$78.2M,Consumer Staples,Food Products,2.81%,+0.5
AMNL,Applied Minerals Inc,$5.3M,Materials,Metals & Mining,--,+1.0
AMNP,American Sierra Gold Corp.,$19.1M,Materials,Metals & Mining,--,+1.8
AMOT,"Allied Motion Technologies, Inc.",$487.6M,Industrials,Electrical Equipment,0.24%,+1.7
AMOV,AMERICA MOVIL SA DE CV,$380.0M,Communication Services,Wireless Telecommunication Services,3.74%,+0.7
AMP,"Ameriprise Financial, Inc.",$22.1B,Financials,Capital Markets,2.21%,+1.7
AMPE,Ampio Pharmaceuticals Inc,$268.3M,Health Care,Pharmaceuticals,--,+1.8
AMPH,Amphastar Pharmaceuticals Inc,$948.7M,Health Care,Pharmaceuticals,--,+0.8
AMRB,American River Bankshares,$77.3M,Financials,Banks,2.16%,+0.7
AMRC,Ameresco Inc,$2.5B,Industrials,Construction & Engineering,--,+0.5
AMRK,A-Mark Precious Metals Inc,$190.7M,Financials,Diversified Financial Services,--,-0.5
AMRN,Amarin Corporation plc (ADR),$2.0B,Health Care,Biotechnology,--,+2.5
AMRS,Amyris Inc,$1.9B,Materials,Chemicals,--,+1.0
AMRU,Amaru Inc.,$1.7M,Communication Services,Entertainment,--,--
AMRX,Amneal Pharmaceuticals Inc,$1.5B,Health Care,Pharmaceuticals,--,+1.2
AMS,American Shared Hospital Services,$12.3M,Health Care,Health Care Providers & Services,--,+1.2
AMSC,American Superconductor Corporation,$687.0M,Industrials,Electrical Equipment,--,+1.3
AMSF,"Amerisafe, Inc.",$1.1B,Financials,Insurance,1.88%,+0.3
AMSWA,"American Software, Inc.",$564.1M,Information Technology,Software,2.57%,+0.5
AMT,American Tower Corp,$98.7B,Real Estate,Equity Real Estate Investment Trusts (REITs),2.20%,+0.2
AMTB,Amerant Bancorp Inc,$453.4M,Financials,Banks,--,--
AMTBB,AMERANT BANCORP INC,$155.2M,Financials,Banks,--,--
AMTCQ,Ameritrans Capital Corp,$37.4K,Financials,Capital Markets,--,--
AMTY,Amerityre Corp,$1.9M,Consumer Discretionary,Auto Components,--,-0.0
AMWD,American Woodmark Corporation,$1.6B,Industrials,Building Products,--,+2.3
AMX,America Movil SAB de CV (ADR),$33.6B,Communication Services,Wireless Telecommunication Services,2.40%,+0.7
AMXEF,AMEX EXPLORATION INC,$260.5M,Materials,Metals & Mining,--,+2.4
AMZN,"Amazon.com, Inc.",$1603.0B,Consumer Discretionary,Internet & Direct Marketing Retail,--,+1.2
AN,"AutoNation, Inc.",$6.1B,Consumer Discretionary,Specialty Retail,--,+1.5
ANAB,AnaptysBio Inc,$662.9M,Health Care,Biotechnology,--,+0.1
ANAT,American National Group Inc,$2.6B,Financials,Insurance,3.46%,+0.8
ANAV,Alpha Network Alliance Ventures Inc,$10.6M,Communication Services,Interactive Media & Services,--,+1.5
ANCN,Anchiano Therapeutics Ltd - ADR,$66.4M,Health Care,Biotechnology,--,--
ANCSQ,American Consumers Inc,$.4K,Consumer Staples,Food & Staples Retailing,--,--
ANCTF,ALIMENTATION COUCHE-TARD INC,$9.0B,Consumer Staples,Food & Staples Retailing,0.79%,+0.8
ANCUF,Alimentation Couche-Tard Inc (USA),$29.3B,Consumer Staples,Food & Staples Retailing,0.79%,+0.8
ANDE,Andersons Inc,$818.8M,Consumer Staples,Food & Staples Retailing,2.89%,+0.7
ANF,Abercrombie & Fitch Co.,$1.4B,Consumer Discretionary,Specialty Retail,--,+1.9
ANFIF,Amira Nature Foods Ltd,$3.3M,Consumer Staples,Food Products,--,+2.5
ANGBF,ANGLO BOMARC MINES LTD,$6.5K,Materials,Metals & Mining,--,--
ANGCF,ANGEL GOLD CORP,$1.0M,Materials,Metals & Mining,--,+0.9
ANGI,ANGI Homeservices Inc,$6.2B,Communication Services,Interactive Media & Services,--,+1.9
ANGO,"AngioDynamics, Inc.",$588.5M,Health Care,Health Care Equipment & Supplies,--,+0.9
ANGUF,CANADA ONE MINING CORP,$622.8K,Materials,Metals & Mining,--,+3.0
ANH,Anworth Mortgage Asset Corporation,$256.5M,Financials,Mortgage Real Estate Investment Trusts (REITs),7.69%,+2.1
ANH-A,Anworth Mortgage Asset Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),8.60%,--
ANH-B,Anworth Mortgage Asset Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),6.48%,--
ANH-C,Anworth Mortgage Asset Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),7.85%,--
ANIK,Anika Therapeutics Inc,$602.4M,Health Care,Biotechnology,--,+1.1
ANIP,ANI Pharmaceuticals Inc,$387.2M,Health Care,Pharmaceuticals,--,+1.2
ANIX,Anixa Biosciences Inc,$82.0M,Health Care,Biotechnology,--,+1.6
ANKOF,ANGKOR RESOURCE CORP,$6.7M,Materials,Metals & Mining,--,+0.5
ANLBF,ATON RESOURCES INC,$370.7K,Materials,Metals & Mining,--,+0.1
ANPFF,Anpulo Food Inc,$7.4M,Consumer Staples,Food Products,--,--
ANSS,"ANSYS, Inc.",$30.8B,Information Technology,Software,--,+1.2
ANTE,Airnet Technology Inc(ADR),$29.0M,Communication Services,Media,--,+1.2
ANTH,Anthera Pharmaceuticals Inc,$570.7K,Health Care,Biotechnology,--,+2.1
ANTM,Anthem Inc,$78.8B,Health Care,Health Care Providers & Services,1.19%,+1.0
ANVS,Annovis Bio Inc,$59.3M,Health Care,Biotechnology,--,--
ANVV,Anvia Holdings Corp,$12.8K,Consumer Discretionary,Diversified Consumer Services,--,--
ANXGF,ANACONDA MINING INC,$71.1M,Materials,Metals & Mining,--,+2.0
ANY,Sphere 3D Corp,$12.7M,Information Technology,Software,--,+1.9
ANZBY,Australia and New Zealand Banking (ADR),$50.1B,Financials,Banks,2.42%,+1.2
AOBI,"American Oriental Bioengineering, Inc.",$.3K,Consumer Staples,Personal Products,--,--
AOCIF,AUTOCANADA INC,$494.3M,Consumer Discretionary,Specialty Retail,--,+2.7
AOLS,"Aeolus Pharmaceuticals, Inc.",$441.1K,Health Care,Pharmaceuticals,--,+2.4
AOMOY,MOSENERGO PJSC,$1.0B,Utilities,Electric Utilities,6.66%,--
AON,Aon PLC,$46.8B,Financials,Insurance,0.90%,+0.8
AOREF,American Overseas Group Ltd,$272.1M,Financials,Insurance,--,-0.0
AOS,A. O. Smith Corp,$8.7B,Industrials,Building Products,1.93%,+1.0
AOSL,Alpha and Omega Semiconductor Ltd,$689.4M,Information Technology,Semiconductors & Semiconductor Equipment,--,+2.6
AOXG,Aoxing Pharmaceutical Company Inc,$396.3K,Health Care,Pharmaceuticals,--,+3.3
AOXY,"Advanced Oxygen Technologies, Inc.",$444.6K,Real Estate,Real Estate Management & Development,--,-2.3
AP,Ampco-Pittsburgh Corp,$110.4M,Materials,Metals & Mining,--,+1.2
APAM,Artisan Partners Asset Management Inc,$3.9B,Financials,Capital Markets,6.76%,+1.9
APCX,AppTech Corp,$73.8M,Information Technology,IT Services,--,-0.1
APD,"Air Products & Chemicals, Inc.",$60.9B,Materials,Chemicals,2.00%,+0.8
APEI,"American Public Education, Inc.",$477.1M,Consumer Discretionary,Diversified Consumer Services,--,+0.7
APEN,Apollo Endosurgery Inc,$93.9M,Health Care,Health Care Equipment & Supplies,--,+2.1
APGI,American Power Group Corp,$559.2K,Industrials,Commercial Services & Supplies,--,+0.9
APLD,Applied Science Products Inc,$335.4K,Industrials,Machinery,--,+1.8
APLE,Apple Hospitality REIT Inc,$2.8B,Real Estate,Equity Real Estate Investment Trusts (REITs),--,+1.3
APLS,Apellis Pharmaceuticals Inc,$4.2B,Health Care,Biotechnology,--,--
APLT,Applied Therapeutics Inc,$511.4M,Health Care,Biotechnology,--,--
APM,Aptorum Group Ltd,$83.3M,Health Care,Biotechnology,--,--
APMCF,MORIEN RESOURCES CORP,$7.4M,Materials,Metals & Mining,--,+2.7
APMFF,EAGLE GRAPHITE INC,$1.1M,Materials,Metals & Mining,--,+2.4
APO,Apollo Global Management Inc,$21.3B,Financials,Capital Markets,4.84%,+1.6
APO-A,Apollo Global Management Inc,--,Financials,Capital Markets,6.02%,--
APO-B,Apollo Global Management Inc,--,Financials,Capital Markets,5.88%,--
APOG,Apogee Enterprises Inc,$839.6M,Industrials,Building Products,2.45%,+1.2
APOP,Cellect Biotechnology Ltd - ADR,$9.0M,Health Care,Life Sciences Tools & Services,--,+2.1
APPB,Applied Biosciences Corp,$.8K,Health Care,Pharmaceuticals,--,-3.6
APPF,AppFolio Inc,$6.1B,Information Technology,Software,--,+1.1
APPN,Appian Corp,$10.5B,Information Technology,Software,--,+2.0
APPS,Digital Turbine Inc,$4.7B,Information Technology,Software,--,+2.5
APPZ,Monster Arts Inc,$167.8K,Information Technology,Software,--,--
APRAF,GOLDSTRIKE RESOURCES LTD,$2.4M,Materials,Metals & Mining,--,+0.5
APRE,Aprea Therapeutics Inc,$100.0M,Health Care,Biotechnology,--,--
APRN,"Blue Apron Holdings, Inc.",$110.9M,Consumer Discretionary,Internet & Direct Marketing Retail,--,-3.2
APT,"Alpha Pro Tech, Ltd.",$162.1M,Industrials,Building Products,--,-1.4
APTCF,ADVANCED PROTEOME THERAPETCS,$3.6M,Health Care,Biotechnology,--,+0.3
APTO,Aptose Biosciences Inc,$392.8M,Health Care,Biotechnology,--,+1.2
APTS,Preferred Apartment Communities Inc.,$363.5M,Real Estate,Equity Real Estate Investment Trusts (REITs),9.76%,+1.1
APTV,Aptiv PLC,$35.7B,Consumer Discretionary,Auto Components,--,+2.2
APTV-A,Aptiv PLC,--,Consumer Discretionary,Auto Components,3.59%,--
APTX,Aptinyx Inc,$217.6M,Health Care,Biotechnology,--,--
APTY,APT Systems Inc,$408.3K,Information Technology,Software,--,+4.1
APVO,Aptevo Therapeutics Inc,$153.6M,Health Care,Biotechnology,--,+7.5
APVS,"Applied Visual Sciences, Inc.",$193.9K,Information Technology,Software,--,+0.7
APWC,Asia Pacific Wire & Cable CorporationLtd,$31.5M,Industrials,Electrical Equipment,--,+1.4
APYI,Aspyra Inc,$6.8K,Health Care,Health Care Technology,--,--
APYRF,***ALLIED PROPERTIES REAL ESTATE INVESTMENT TRUST ,$3.8B,Real Estate,Equity Real Estate Investment Trusts (REITs),4.35%,+0.8
APYX,Apyx Medical Corp,$251.8M,Health Care,Health Care Equipment & Supplies,--,+0.7
AQB,Aquabounty Technologies Inc,$468.1M,Health Care,Biotechnology,--,+1.3
AQMS,Aqua Metals Inc,$214.5M,Industrials,Commercial Services & Supplies,--,+1.9
AQQSQ,"American Spectrum Realty, Inc.",$.7K,Real Estate,Real Estate Management & Development,--,--
AQST,Aquestive Therapeutics Inc,$191.6M,Health Care,Pharmaceuticals,--,--
AQUA,Evoqua Water Technologies Corp,$3.1B,Industrials,Machinery,--,--
ARA,American Renal Associates Holdings Inc,$395.9M,Health Care,Health Care Providers & Services,--,+1.1
ARAO,AuraSource Inc,$30.3M,Industrials,Commercial Services & Supplies,--,+3.1
ARAV,Aravive Inc,$86.2M,Health Care,Biotechnology,--,+3.2
ARAY,Accuray Incorporated,$402.9M,Health Care,Health Care Equipment & Supplies,--,+2.0
ARC,ARC Document Solutions Inc,$73.7M,Industrials,Commercial Services & Supplies,2.60%,+1.6
ARCAY,ARCADIS NV (ADR),$3.0B,Industrials,Construction & Engineering,--,+1.4
ARCB,ArcBest Corp,$1.1B,Industrials,Road & Rail,0.74%,+1.8
ARCC,Ares Capital Corporation,$7.1B,Financials,Capital Markets,9.69%,+1.3
ARCE,Arco Platform Ltd,$2.0B,Consumer Discretionary,Diversified Consumer Services,--,--
ARCS,Arcis Resources Corp,$2.5M,Consumer Discretionary,Internet & Direct Marketing Retail,--,+0.8
ARCT,Arcturus Therapeutics Holdings Inc,$1.2B,Health Care,Biotechnology,--,+3.0
ARCW,ARC Group WorldWide Inc,$10.5M,Industrials,Machinery,--,+1.4
ARD,Ardagh Group SA,$4.0B,Materials,Containers & Packaging,3.51%,+1.2
ARDS,Aridis Pharmaceuticals Inc,$64.9M,Health Care,Biotechnology,--,--
ARDX,Ardelyx Inc,$583.5M,Health Care,Biotechnology,--,+1.8
ARE,Alexandria Real Estate Equities Inc,$23.2B,Real Estate,Equity Real Estate Investment Trusts (REITs),2.55%,+0.8
ARES,Ares Management Corp,$12.1B,Financials,Capital Markets,3.43%,+1.2
ARES-A,Ares Management Corp,--,Financials,Capital Markets,6.75%,--
ARFXF,PROMIS NEUROSCIENCES INC,$21.9M,Health Care,Biotechnology,--,+0.4
ARGO,"Argo Group International Holdings, Ltd.",$1.5B,Financials,Insurance,2.89%,+0.9
ARI,Apollo Commercial Real Est. Finance Inc,$1.5B,Financials,Mortgage Real Estate Investment Trusts (REITs),12.95%,+1.3
ARIZF,AFFINITY METALS CORP,$8.2M,Materials,Metals & Mining,--,+1.5
ARL,"American Realty Investors, Inc.",$158.7M,Real Estate,Real Estate Management & Development,--,+1.1
ARMP,Armata Pharmaceuticals Inc,$58.0M,Health Care,Biotechnology,--,+1.7
ARNA,"Arena Pharmaceuticals, Inc.",$4.3B,Health Care,Biotechnology,--,+0.7
ARNI,Arno Therapeutics Inc,$118.4K,Health Care,Biotechnology,--,+2.0
AROSF,AURORA SPINE CORP,$14.4M,Health Care,Health Care Equipment & Supplies,--,+0.8
AROW,Arrow Financial Corporation,$466.3M,Financials,Banks,3.48%,+0.7
ARPC,Arem Pacific Corp,$19.9M,Consumer Discretionary,Diversified Consumer Services,--,-1.1
ARPO,Aerpio Pharmaceuticals Inc,$49.0M,Health Care,Pharmaceuticals,--,+1.9
ARR,"ARMOUR Residential REIT, Inc.",$691.3M,Financials,Mortgage Real Estate Investment Trusts (REITs),11.31%,+1.1
ARR-C,ARMOUR Residential REIT Inc,--,Financials,Mortgage Real Estate Investment Trusts (REITs),7.17%,--
ARRT,Artisan Consumer Goods Inc,$1.5M,Consumer Staples,Food Products,--,--
ARSC,Bitcoin Crypto Currency Exchange Corp,$83.2M,Information Technology,Software,--,--
ARTD,Peer Media Technologies Inc,$5.6K,Communication Services,Interactive Media & Services,--,--
ARTH,Arch Therapeutics Inc,$37.1M,Health Care,Health Care Equipment & Supplies,--,+0.1
ARTL,Artelo Biosciences Inc,$12.5M,Health Care,Pharmaceuticals,--,--
ARTNA,Artesian Resources Corporation,$312.8M,Utilities,Water Utilities,2.80%,+0.1
ARTNB,ARTESIAN RESOURCES  -CL A,$32.6M,Utilities,Water Utilities,2.78%,+0.1
ARTW,Arts-Way Manufacturing Co. Inc.,$13.3M,Industrials,Machinery,--,+0.4
ARVN,Arvinas Inc,$3.9B,Health Care,Pharmaceuticals,--,--
ARWD,Arrow Resources Development Inc.,$690.8K,Industrials,Commercial Services & Supplies,--,+2.4
ARWR,Arrowhead Pharmaceuticals Inc,$7.3B,Health Care,Biotechnology,--,+1.4
ARXRF,INFINITE ORE CORP,$6.5M,Materials,Metals & Mining,--,+1.6
ARYC,Arrayit Corp,$603.6K,Health Care,Life Sciences Tools & Services,--,-0.8
ARYX,"ARYx Therapeutics, Inc.",$130.5K,Health Care,Pharmaceuticals,--,-0.2
ASAM,Assuranceamerica Corp,$3.6M,Financials,Insurance,--,--
ASB,Associated Banc Corp,$2.7B,Financials,Banks,4.19%,+1.2
ASCBQ,"Ascendia Brands, Inc.",$4.2K,Consumer Staples,Personal Products,--,--
ASCC,Dynamic Brands Inc,$51.3K,Consumer Staples,Beverages,--,+1.0
ASDN,Astro Aerospace Ltd,$21.4M,Industrials,Aerospace & Defense,--,+1.7
ASDZF,ARCTIC STAR EXPLORATION CP,$1.9M,Materials,Metals & Mining,--,+2.5
ASGN,ASGN Inc,$4.4B,Industrials,Professional Services,--,+2.2
ASGTF,ALTUS GROUP LTD,$1.5B,Real Estate,Real Estate Management & Development,1.24%,+0.7
ASH,Ashland Global Holdings Inc.,$5.0B,Materials,Chemicals,1.39%,+1.3
ASIX,AdvanSix Inc,$583.3M,Materials,Chemicals,--,+1.8
ASKDF,First Energy Metals Ltd,$4.0M,Materials,Metals & Mining,--,+2.0
ASLN,Aslan Pharmaceuticals Ltd (ADR),$64.4M,Health Care,Biotechnology,--,--
ASM,Avino Silver & Gold Mines Ltd,$127.1M,Materials,Metals & Mining,--,+1.1
ASMB,Assembly Biosciences Inc,$200.8M,Health Care,Biotechnology,--,+0.4
ASMIY,ASM International NV (ADR),$11.4B,Information Technology,Semiconductors & Semiconductor Equipment,1.44%,--
ASML,ASML Holding NV (ADR),$210.1B,Information Technology,Semiconductors & Semiconductor Equipment,0.56%,+1.1
ASNAQ,Ascena Retail Group Inc,$897.0K,Consumer Discretionary,Specialty Retail,--,+1.3
ASNB,Ekimas Corp,$565.2K,Health Care,Health Care Equipment & Supplies,--,+2.1
ASND,Ascendis Pharma A/S,$8.7B,Health Care,Biotechnology,--,+0.8
ASPR,"Adsouth Partners, Inc.",$1.0K,Communication Services,Media,--,--
ASPS,Altisource Portfolio Solutions S.A.,$195.6M,Real Estate,Real Estate Management & Development,--,+1.4
ASPU,Aspen Group Inc,$247.2M,Consumer Discretionary,Diversified Consumer Services,--,+0.7
ASR,Grupo Aeroportuario dl Srst SAB CV (ADR),$5.0B,Industrials,Transportation Infrastructure,--,+1.3
ASRE,Astra Energy Inc,$24.1K,Consumer Staples,Food Products,--,--
ASRT,Assertio Holdings Inc,$51.4M,Health Care,Pharmaceuticals,--,+1.6
ASRV,"AmeriServ Financial, Inc.",$52.7M,Financials,Banks,3.23%,+0.9
ASTC,Astrotech Corp,$35.2M,Industrials,Aerospace & Defense,--,-0.9
ASTE,"Astec Industries, Inc.",$1.3B,Industrials,Machinery,0.76%,+1.3
ASTI,"Ascent Solar Technologies, Inc.",$132.1M,Information Technology,Semiconductors & Semiconductor Equipment,--,+2.3
ASUR,Asure Software Inc,$139.0M,Information Technology,Software,--,+1.2
ASWRF,Gungnir Resources Inc,$4.4M,Materials,Metals & Mining,--,+1.5
ASX,ASE Technology Holding Co Ltd (ADR),$13.5B,Information Technology,Semiconductors & Semiconductor Equipment,2.28%,--
ASYS,"Amtech Systems, Inc.",$92.3M,Information Technology,Semiconductors & Semiconductor Equipment,--,+1.6
AT,Atlantic Power Corp,$192.3M,Utilities,Independent Power & Renewable Electricity Producers,--,+0.4
ATAR,Monstero Holdings Corp,$20.7K,Consumer Discretionary,Auto Components,--,--
ATAX,America First Multifamily Investors LP,$247.6M,Financials,Thrifts & Mortgage Finance,5.76%,+0.6
ATBYF,ABITIBI ROYALTIES INC,$251.8M,Materials,Metals & Mining,0.71%,+0.9
ATCMF,ATICO MINING CORP,$53.9M,Materials,Metals & Mining,--,+2.6
ATCO,Atlas Corp (Canada),$2.6B,Industrials,Marine,4.71%,+1.1
ATCO-D,Atlas Corp (Canada),--,Industrials,Marine,7.83%,--
ATCO-E,Atlas Corp (Canada),--,Industrials,Marine,8.10%,--
ATCO-G,Atlas Corp (Canada),--,Industrials,Marine,8.03%,--
ATCO-H,Atlas Corp (Canada),--,Industrials,Marine,7.75%,--
ATCO-I,Atlas Corp (Canada),--,Industrials,Marine,8.02%,--
ATCV,ATC Venture Group Inc,$16.4K,Materials,Metals & Mining,--,+4.2
ATEC,Alphatec Holdings Inc,$1.1B,Health Care,Health Care Equipment & Supplies,--,+1.8
ATEN,A10 Networks Inc,$737.9M,Information Technology,Software,--,+0.9
ATEX,Anterix Inc,$621.9M,Communication Services,Diversified Telecommunication Services,--,+0.4
ATEYY,Advantest Corp (ADR),$15.3B,Information Technology,Semiconductors & Semiconductor Equipment,0.99%,+1.2
ATGE,Adtalem Global Education Inc,$1.7B,Consumer Discretionary,Diversified Consumer Services,--,+1.3
ATH,Athene Holding Ltd,$8.2B,Financials,Insurance,--,+1.6
ATHE,Alterity Therapeutics Ltd (ADR),$48.9M,Health Care,Biotechnology,--,+1.5
ATHI,American Transportation Holdings Inc,$.0K,Communication Services,Entertainment,--,--
ATHM,Autohome Inc (ADR),$11.9B,Communication Services,Interactive Media & Services,0.79%,+0.7
ATHX,Athersys Inc,$345.0M,Health Care,Biotechnology,--,-1.5
ATI,Allegheny Technologies Incorporated,$2.2B,Materials,Metals & Mining,--,+1.9
ATIF,ATIF Holdings Ltd,$43.3M,Industrials,Professional Services,--,--
